Round,Module,Stacked Status,Variable Pair,Long Form Variable Name,Variable Label,Link Grad
R6,Activities of Daily Living (ADLs),paired,hx503re/kx503re,z_hx503re,R6 Units corresponding to numeric component for about how long Participant has had help dressing.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx504re/kx504re,z_hx504re,"R6 Because of a health or memory problem, does Participant have any difficulty walking across a room?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx505re/kx505re,z_hx505re,"R6 Does Participant ever use equipment or devices such as a cane, walker, or wheelchair when crossing a room?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx650re/kx650re,z_hx650re,R6 Does Participant ever use a railing when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx651re/kx651re,z_hx651re,R6 Does Participant ever use a walker when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx652re/kx652re,z_hx652re,R6 Does Participant ever use a cane when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx653re/kx653re,z_hx653re,R6 Does Participant ever use crutches when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx654re/kx654re,z_hx654re,R6 Does Participant ever use orthopedic shoes when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx655re/kx655re,z_hx655re,R6 Does Participant ever use a (leg or back) brace when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx656re/kx656re,z_hx656re,R6 Does Participant ever use a prosthesis when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx657re/kx657re,z_hx657re,R6 Does Participant ever use oxygen or a respirator when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx658re/kx658re,z_hx658re,R6 Does Participant ever use furniture or walls when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx659re/kx659re,z_hx659re,R6 Does Participant ever use a wheelchair or cart when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx660re/kx660re,z_hx660re,R6 Does Participant ever use some other form of equipment when crossing a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx512re/kx512re,z_hx512re,R6 Does anyone ever help Participant get across a room?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx513re/kx513re,z_hx513re,R6 Numeric component for about how long Participant has had help walking across a room.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx514re/kx514re,z_hx514re,R6 Units corresponding to numeric component for about how long Participant has had help walking across a room.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx515re/kx515re,z_hx515re,"R6 Because of a health or memory problem, does Participant have any difficulty bathing or showering?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx516re/kx516re,z_hx516re,R6 Does anyone ever help Participant bathe?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx517re/kx517re,z_hx517re,R6 Numeric component for about how long Participant has had help bathing.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx518re/kx518re,z_hx518re,R6 Units corresponding to numeric component for about how long Participant has had help bathing.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx519re/kx519re,z_hx519re,"R6 Because of a health or memory problem, does Participant have any difficulty eating, such as cutting up their food?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx520re/kx520re,z_hx520re,R6 Does anyone ever help Participant eat?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx521re/kx521re,z_hx521re,R6 Numeric component for about how long Participant has had help eating.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx522re/kx522re,z_hx522re,R6 Units corresponding to numeric component for about how long Participant has had help eating.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx523re/kx523re,z_hx523re,"R6 Because of a health or memory problem, does Participant have any difficulty getting in or out of bed?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx524re/kx524re,z_hx524re,"R6 Does Participant ever use equipment or devices such as a cane, walker, or railing when getting in or out of bed?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx670re/kx670re,z_hx670re,R6 First piece of equipment Participant mentioned using when getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx671re/kx671re,z_hx671re,R6 Second piece of equipment Participant mentioned using when getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx672re/kx672re,z_hx672re,R6 Third piece of equipment Participant mentioned using when getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx673re/kx673re,z_hx673re,R6 Fourth piece of equipment Participant mentioned using when getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx674re/kx674re,z_hx674re,R6 Fifth piece of equipment Participant mentioned using when getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx675re/kx675re,z_hx675re,R6 Sixth piece of equipment Participant mentioned using when getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx530re/kx530re,z_hx530re,R6 Does anyone ever help Participant get in or out of bed?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx531re/kx531re,z_hx531re,R6 Numeric component for about how long Participant has had help getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx532re/kx532re,z_hx532re,R6 Units corresponding to numeric component for about how long Participant has had help getting in or out of bed.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx533re/kx533re,z_hx533re,"R6 Because of a health or memory problem, does Participant have any difficulty using the toilet, including getting up and down?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx534re/kx534re,z_hx534re,R6 Does anyone ever help Participant use the toilet?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx535re/kx535re,z_hx535re,R6 Numeric component for about how long Participant has had help using the toilet.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx536re/kx536re,z_hx536re,R6 Units corresponding to numeric component for about how long Participant has had help using the toilet.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx601rea/kx601rea,z_hx601rea,R6 Relationship to Participant of person who most often helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx601reb/kx601reb,z_hx601reb,"R6 Roster identification number of spouse/partner, child, or sibling who most often helps Participant with selected basic activities of daily living (BADLs).",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx601reg/kx601reg,z_hx601reg,R6 Roster identification number of child or sibling who hired person that most often helps Participant with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx601rec/kx601rec,z_hx601rec,R6 Does insurance help pay for the hired person who most often helps Participant with selected basic activities of daily living (BADLs)?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx601red/kx601red,z_hx601red,R6 Number of days in the past month Participant was helped by the person who most often helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx601ree/kx601ree,z_hx601ree,R6 Typical hours of help provided per day by person who most often helps Participant with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx601ref/kx601ref,z_hx601ref,R6 Distance between Participant's residence and that of the person who most often helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx602rea/kx602rea,z_hx602rea,R6 Relationship to Participant of person who second most frequently helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx602reb/kx602reb,z_hx602reb,"R6 Roster identification number of spouse/partner, child, or sibling who second most frequently helps Participant with selected basic activities of daily living (BADLs).",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx602reg/kx602reg,z_hx602reg,R6 Roster identification number of child or sibling who hired person that second most frequently helps Participant with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx602rec/kx602rec,z_hx602rec,R6 Does insurance help pay for the hired person who second most frequently helps Participant with selected basic activities of daily living (BADLs)?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx602red/kx602red,z_hx602red,R6 Number of days in the past month Participant was helped by the person who second most frequently helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx602ree/kx602ree,z_hx602ree,R6 Typical hours of help provided per day by person who second most frequently helps Participant with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx602ref/kx602ref,z_hx602ref,R6 Distance between Participant's residence and that of the person who second most frequently helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx603rea/kx603rea,z_hx603rea,R6 Relationship to Participant of person who third most frequently helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx603reb/kx603reb,z_hx603reb,"R6 Roster identification number of spouse/partner, child, or sibling who third most frequently helps Participant with selected basic activities of daily living (BADLs).",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx603reg/kx603reg,z_hx603reg,R6 Roster identification number of child or sibling who hired person that third most frequently helps Participant with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx603rec/kx603rec,z_hx603rec,R6 Does insurance help pay for the hired person who third most frequently helps Participant with selected basic activities of daily living (BADLs)?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx603red/kx603red,z_hx603red,R6 Number of days in the past month Participant was helped by the person who third most frequently helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx603ree/kx603ree,z_hx603ree,R6 Typical hours of help provided per day by person who third most frequently helps Participant with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx603ref/kx603ref,z_hx603ref,R6 Distance between Participant's residence and that of the person who third most frequently helps them with selected basic activities of daily living (BADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx537re/kx537re,z_hx537re,"R6 Because of a health or memory problem, does Participant have any difficulty using a map to figure out how to get around in a strange place?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx538re/kx538re,z_hx538re,"R6 Because of a health or memory problem, does Participant have any difficulty preparing a hot meal?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx539re/kx539re,z_hx539re,R6 Is a health or memory problem the reason Participant cannot or does not prepare hot meals?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx540re/kx540re,z_hx540re,R6 Does anyone help Participant prepare hot meals?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx541re/kx541re,z_hx541re,R6 Numeric component for about how long Participant has had help preparing a hot meal.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx542re/kx542re,z_hx542re,R6 Units corresponding to numeric component for about how long Participant has had help preparing a hot meal.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx543re/kx543re,z_hx543re,"R6 Because of a health or memory problem, does Participant have any difficulty shopping for groceries?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx544re/kx544re,z_hx544re,R6 Is a health or memory problem the reason Participant cannot or does not shop for groceries?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx545re/kx545re,z_hx545re,R6 Does anyone help Participant shop for groceries?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx546re/kx546re,z_hx546re,R6 Numeric component for about how long Participant has had help shopping for groceries.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx547re/kx547re,z_hx547re,R6 Units corresponding to numeric component for about how long Participant has had help shopping for groceries.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx548re/kx548re,z_hx548re,"R6 Because of a health or memory problem, does Participant have any difficulty making telephone calls?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx549re/kx549re,z_hx549re,R6 Is a health or memory problem the reason Participant cannot or does not make telephone calls?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx550re/kx550re,z_hx550re,R6 Does anyone help Participant make telephone calls?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx551re/kx551re,z_hx551re,R6 Numeric component for about how long Participant has had help making telephone calls.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx552re/kx552re,z_hx552re,R6 Units corresponding to numeric component for about how long Participant has had help making telephone calls.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx553re/kx553re,z_hx553re,"R6 Because of a health or memory problem, does Participant have any difficulty taking medications?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx553rea/kx553rea,z_hx553rea,R6 Would Participant have any difficulty taking medications if they needed to do so?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx554re/kx554re,z_hx554re,R6 Is a health or memory problem the reason Participant cannot take medications or would have difficulty if they needed to do so?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx555re/kx555re,z_hx555re,R6 Does anyone help Participant with taking medications?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx556re/kx556re,z_hx556re,R6 Numeric component for about how long Participant has had help taking medications.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx557re/kx557re,z_hx557re,R6 Units corresponding to numeric component for about how long Participant has had help taking medications.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx604rea/kx604rea,z_hx604rea,R6 Relationship to Participant of person who most often helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx604reb/kx604reb,z_hx604reb,"R6 Roster identification number of spouse/partner, child, or sibling who most often helps Participant with selected instrumental activities of daily living (IADLs).",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx604reg/kx604reg,z_hx604reg,R6 Roster identification number of child or sibling who hired person that most often helps Participant with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx604rec/kx604rec,z_hx604rec,R6 Does insurance help pay for the hired person who most often helps Participant with selected instrumental activities of daily living (IADLs)?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx604red/kx604red,z_hx604red,R6 Number of days in the past month Participant was helped by the person who most often helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx604ree/kx604ree,z_hx604ree,R6 Typical hours of help provided per day by person who most often helps Participant with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx604ref/kx604ref,z_hx604ref,R6 Distance between Participant's residence and that of the person who most often helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx605rea/kx605rea,z_hx605rea,R6 Relationship to Participant of person who second most frequently helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx605reb/kx605reb,z_hx605reb,"R6 Roster identification number of spouse/partner, child, or sibling who second most frequently helps Participant with selected instrumental activities of daily living (IADLs).",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx605reg/kx605reg,z_hx605reg,R6 Roster identification number of child or sibling who hired person that second most frequently helps Participant with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx605rec/kx605rec,z_hx605rec,R6 Does insurance help pay for the hired person who second most frequently helps Participant with selected instrumental activities of daily living (IADLs)?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx605red/kx605red,z_hx605red,R6 Number of days in the past month Participant was helped by the person who second most frequently helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx605ree/kx605ree,z_hx605ree,R6 Typical hours of help provided per day by person who second most frequently helps Participant with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx605ref/kx605ref,z_hx605ref,R6 Distance between Participant's residence and that of the person who second most frequently helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx606rea/kx606rea,z_hx606rea,R6 Relationship to Participant of person who third most frequently helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx606reb/kx606reb,z_hx606reb,"R6 Roster identification number of spouse/partner, child, or sibling who third most frequently helps Participant with selected instrumental activities of daily living (IADLs).",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx606reg/kx606reg,z_hx606reg,R6 Roster identification number of child or sibling who hired person that third most frequently helps Participant with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx606rec/kx606rec,z_hx606rec,R6 Does insurance help pay for the hired person who third most frequently helps Participant with selected instrumental activities of daily living (IADLs)?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx606red/kx606red,z_hx606red,R6 Number of days in the past month Participant was helped by the person who third most frequently helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx606ree/kx606ree,z_hx606ree,R6 Typical hours of help provided per day by person who third most frequently helps Participant with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx606ref/kx606ref,z_hx606ref,R6 Distance between Participant's residence and that of the person who third most frequently helps them with selected instrumental activities of daily living (IADLs).,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx558re/kx558re,z_hx558re,"R6 Because of a health problem, does Participant get any help with work around the house or yard?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx559re/kx559re,z_hx559re,R6 Numeric component for about how long Participant has had help with work around the house or yard.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx560re/kx560re,z_hx560re,R6 Units corresponding to numeric component for about how long Participant has had help with work around the house or yard.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx561re/kx561re,z_hx561re,"R6 Because of a health or memory problem, does Participant have any difficulty with managing money, such as paying bills and keeping track of expenses?",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx562re/kx562re,z_hx562re,R6 Is a health or memory problem the reason Participant cannot or does not manage money?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx563re/kx563re,z_hx563re,R6 Does anyone help Participant manage their money?,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx564re/kx564re,z_hx564re,R6 Numeric component for about how long Participant has had help managing their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx565re/kx565re,z_hx565re,R6 Units corresponding to numeric component for about how long Participant has had help managing their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx607rea/kx607rea,z_hx607rea,R6 Relationship to Participant of person who most often helps them manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx607reb/kx607reb,z_hx607reb,"R6 Roster identification number of spouse/partner, child, or sibling who most often helps Participant manage their money.",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx607reg/kx607reg,z_hx607reg,R6 Roster identification number of child or sibling who hired person that most often helps Participant manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx607red/kx607red,z_hx607red,R6 Number of days in the past month Participant was helped by the person who most often helps them manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx607ree/kx607ree,z_hx607ree,R6 Typical hours of help provided per day by person who most often helps Participant manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx607ref/kx607ref,z_hx607ref,R6 Distance between Participant's residence and that of the person who most often helps them manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx608rea/kx608rea,z_hx608rea,R6 Relationship to Participant of person who second most frequently helps them manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx608reb/kx608reb,z_hx608reb,"R6 Roster identification number of spouse/partner, child, or sibling who second most frequently helps Participant manage their money.",module=jadl
R6,Activities of Daily Living (ADLs),paired,hx608reg/kx608reg,z_hx608reg,R6 Roster identification number of child or sibling who hired person that second most frequently helps Participant manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx608red/kx608red,z_hx608red,R6 Number of days in the past month Participant was helped by the person who second most frequently helps them manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx608ree/kx608ree,z_hx608ree,R6 Typical hours of help provided per day by person who second most frequently helps Participant manage their money.,module=jadl
R6,Activities of Daily Living (ADLs),paired,hx608ref/kx608ref,z_hx608ref,R6 Distance between Participant's residence and that of the person who second most frequently helps them manage their money.,module=jadl
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hdbstat/kdbstat,z_hdbstat,"R6 Was the Abbreviated Diabetes Knowledge Test (DKT) Module completed by Participant alone, with help, or by proxy?",module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hdbrel/kdbrel,z_hdbrel,R6 Relationship of Abbreviated Diabetes Knowledge Test (DKT) Module helper or proxy to Participant.,module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx570re/kx570re,z_hx570re,R6 Summary of whether Participant was eligible to be assessed using the abbreviated Diabetes Knowledge Test (DKT).,module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx571re/kx571re,z_hx571re,R6 Number of questions attempted if all seven abbreviated Diabetes Knowledge Test (DKT) items were administered to Participant.,module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx572re/kx572re,z_hx572re,R6 Number of questions answered correctly if Participant attempted all seven abbreviated Diabetes Knowledge Test (DKT) items.,module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx573re/kx573re,z_hx573re,R6 Number of questions answered correctly if all seven abbreviated Diabetes Knowledge Test (DKT) items were administered to Participant.,module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx575re/kx575re,z_hx575re,R6 Participant's answer to Diabetes Knowledge Test (DKT) item #2: 'Which of the following is highest in carbohydrate?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx575rec/kx575rec,z_hx575rec,R6 Summary of whether Participant answered Diabetes Knowledge Test (DKT) item #2 correctly: 'Which of the following is highest in carbohydrate?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx576re/kx576re,z_hx576re,R6 Participant's answer to Diabetes Knowledge Test (DKT) item #3: 'Which of the following is highest in fat?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx576rec/kx576rec,z_hx576rec,R6 Summary of whether Participant answered Diabetes Knowledge Test (DKT) item #3 correctly: 'Which of the following is highest in fat?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx577re/kx577re,z_hx577re,R6 Participant's answer to Diabetes Knowledge Test (DKT) item #5: 'Glycosylated hemoglobin (hemoglobin A1C) is a test that is a measure of your average blood glucose level for the past ___.',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx577rec/kx577rec,z_hx577rec,R6 Summary of whether Participant answered Diabetes Knowledge Test (DKT) item #5 correctly: 'Glycosylated hemoglobin (hemoglobin A1C) is a test that is a measure of your average blood glucose level for the past ___.',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx578re/kx578re,z_hx578re,R6 Participant's answer to Diabetes Knowledge Test (DKT) item #7: 'What effect does unsweetened fruit juice have on blood glucose?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx578rec/kx578rec,z_hx578rec,R6 Summary of whether Participant answered Diabetes Knowledge Test (DKT) item #7 correctly: 'What effect does unsweetened fruit juice have on blood glucose?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx579re/kx579re,z_hx579re,R6 Participant's answer to Diabetes Knowledge Test (DKT) item #8: 'Which should not be used to treat low blood glucose?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx579rec/kx579rec,z_hx579rec,R6 Summary of whether Participant answered Diabetes Knowledge Test (DKT) item #8 correctly: 'Which should not be used to treat low blood glucose?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx580re/kx580re,z_hx580re,R6 Participant's answer to Diabetes Knowledge Test (DKT) item #12: 'Eating foods lower in fat decreases your risk for ___.',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx580rec/kx580rec,z_hx580rec,R6 Summary of whether Participant answered Diabetes Knowledge Test (DKT) item #12 correctly: 'Eating foods lower in fat decreases your risk for ___.',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx581re/kx581re,z_hx581re,R6 Participant's answer to Diabetes Knowledge Test (DKT) item #14: 'Which of the following is usually not associated with diabetes?',module=jdiab
R6,Abbreviated Diabetes Knowledge Test (DKT),paired,hx581rec/kx581rec,z_hx581rec,R6 Summary of whether Participant answered Diabetes Knowledge Test (DKT) item #14 correctly: 'Which of the following is usually not associated with diabetes?',module=jdiab
R6,Anesthesia History,paired,hanestat/kanestat,z_hanestat,"R6 Was the Anesthesia History Module completed by Participant alone, with help, or by proxy?",module=janesth
R6,Anesthesia History,paired,hanerel/kanerel,z_hanerel,R6 Relationship of Anesthesia History Module helper or proxy to Participant.,module=janesth
R6,Anesthesia History,paired,hx585rea/kx585rea,z_hx585rea,R6 Month in which Participant underwent their most recent heart surgery.,module=janesth
R6,Anesthesia History,paired,hx585reb/kx585reb,z_hx585reb,R6 Year in which Participant underwent their most recent heart surgery.,module=janesth
R6,Anesthesia History,paired,hx585rec/kx585rec,z_hx585rec,R6 Season in which Participant underwent their most recent heart surgery.,module=janesth
R6,Anesthesia History,paired,hx585red/kx585red,z_hx585red,R6 Participant's age at the time of their most recent heart surgery.,module=janesth
R6,Anesthesia History,paired,hx586re/kx586re,z_hx586re,R6 Summary of how Participant responded when asked to specify the kind of heart procedure they most recently underwent.,module=janesth
R6,Anesthesia History,paired,hx584re/kx584re,z_hx584re,R6 Summary of whether Participant was eligible to be asked about undergoing medical procedures that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx587re/kx587re,z_hx587re,R6 Has Participant ever had any procedure or surgery that required anesthesia?,module=janesth
R6,Anesthesia History,paired,hx588rea/kx588rea,z_hx588rea,R6 Month in which Participant underwent their most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx588reb/kx588reb,z_hx588reb,R6 Year in which Participant underwent their most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx588rec/kx588rec,z_hx588rec,R6 Season in which Participant underwent their most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx588red/kx588red,z_hx588red,R6 Participant's age at the time of their most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx589re/kx589re,z_hx589re,R6 Summary of how Participant responded when asked to specify the kind of anesthesia-requiring procedure they most recently underwent.,module=janesth
R6,Anesthesia History,paired,hx591rea/kx591rea,z_hx591rea,R6 Month in which Participant underwent their second most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx591reb/kx591reb,z_hx591reb,R6 Year in which Participant underwent their second most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx591rec/kx591rec,z_hx591rec,R6 Season in which Participant underwent their second most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx591red/kx591red,z_hx591red,R6 Participant's age at the time of their second most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx592re/kx592re,z_hx592re,R6 Summary of how Participant responded when asked to specify the kind of anesthesia-requiring procedure they second most recently underwent.,module=janesth
R6,Anesthesia History,paired,hx594rea/kx594rea,z_hx594rea,R6 Month in which Participant underwent their third most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx594reb/kx594reb,z_hx594reb,R6 Year in which Participant underwent their third most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx594rec/kx594rec,z_hx594rec,R6 Season in which Participant underwent their third most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx594red/kx594red,z_hx594red,R6 Participant's age at the time of their third most recent surgery that required anesthesia.,module=janesth
R6,Anesthesia History,paired,hx595re/kx595re,z_hx595re,R6 Summary of how Participant responded when asked to specify the kind of anesthesia-requiring procedure they third most recently underwent.,module=janesth
R6,Anesthesia History,paired,hx596re/kx596re,z_hx596re,R6 Is Participant willing to be contacted in the future about participating in a part of the study examining how surgical procedures involving anesthesia may affect later health?,module=janesth
